"y" "x1" "x2" "x3" "x4"
6.34840505644093 3.76339278580193 1.80830988593716 8.76638829932658 1
4.22116300640284 2.85041912385917 1.38953931540263 6.486973582959 1
-12.3642404920154 1.19600212968298 -0.972886886569569 6.38632212359445 1
-1.13759892259595 2.48607968868787 0.267737452380938 6.64124265367077 1
-15.8126011193675 1.14258668456156 -1.37900211365992 6.69593839381452 1
0.0381849649534185 2.87274538219636 0.665979945410778 7.57978988017714 1
13.1659591022431 4.06677241681766 3.05459553214198 7.99147222370994 1
13.4165620292957 3.31442158554415 3.34716634001796 8.03170483470633 1
3.94126749078288 3.55559369896606 0.664869928357153 6.09857975062526 1
-2.0328371520087 2.99995117911322 0.850097547634119 7.28047967750745 1
-1.85846782997146 2.33899530621341 0.54416640292472 6.84380363929876 1
0.636361973032334 1.54106487524244 0.751388607153713 6.10012330798952 1
-7.24139792484173 1.8246448421254 -1.33251520657934 4.8155480894493 1
-6.80708420258487 2.43961795903077 -0.272450840013644 7.19599986065936 1
4.75418928506012 3.41703312985229 1.36543004989532 7.4860833433463 1
4.00033680824976 3.26258561307503 1.04228336265742 7.37377632235285 1
-0.425997024853928 4.22666524327428 0.85703847668055 8.39972141045942 1
6.08610647401361 3.73539437683464 1.6999394714462 7.40317017391104 1
5.11352965034749 3.73857805749112 1.8743383313132 7.96762327310357 1
12.1990845049807 4.85623479258989 1.07590517604278 5.56021667545112 1
6.188052502534 3.08907953062505 0.769117407840976 5.00751232865741 1
3.06494223292117 3.39422001693217 1.99516083294299 8.33452936428356 1
4.75624126574158 2.71018545966588 0.190986575515906 5.12550975648978 1
-0.513357123985639 2.77027204489603 0.604465426354738 6.48575903668391 1
-1.33285111376607 3.08404112058482 0.95498586190494 7.57464157450325 1
-6.8717444836832 2.86612960023535 1.72485687260364 9.15028887036207 2
-5.1877510494925 2.50649703585709 1.74766809588395 6.56438166714529 2
0.980634295978752 3.99469671080183 1.38948264214643 6.5016896556451 2
-2.742305452603 2.62186681428702 0.806399380791897 6.546584948636 2
-9.67283745239321 2.98303388099775 0.809807711824303 8.25001671965667 2
-27.1953582132067 1.43779756640223 -2.65276528024125 5.33314192555487 2
4.29649466537867 4.53516342067895 2.8704118420469 8.34217819289539 2
11.3472494659197 4.79271128876147 4.15764706859008 8.6045036943738 2
51.3351079224707 4.0888091017657 1.63616355187917 7.18771200346073 2
-8.31663034796518 2.19421838365588 -0.0382588910593638 5.77696899977519 2
4.26787712812525 3.539916788941 1.67923134871322 5.76714172397639 2
-11.6670088053531 3.34792906082189 1.09619146716625 8.64357854204174 2
3.5538687096958 4.30168566363833 1.51539418844081 7.57984651795883 2
-3.65686636096552 3.93347139727115 0.434727827373201 6.85016340705911 2
-8.92108284846962 2.50687800782069 0.603738879850636 7.35517970102698 2
1.46231438971922 4.17167727497016 1.13719015158824 5.98913079830763 2
1.40336221377243 4.48403609155051 1.37290589127233 7.61719267934604 2
2.46496505444273 3.26528704767171 2.69310089278827 7.24175339840564 2
-14.7103037990029 0.134064347599657 0.746791825725854 6.34272533246757 2
3.45169444188664 4.12777480554761 1.59220159612652 6.92040599741815 2
-6.38146416722973 2.19813563178688 1.08203843436747 6.28515327827525 2
3.91312805608928 4.11236308037567 1.93155850958507 6.75115977682068 2
-11.5166095525513 2.13732484422209 0.121392983713714 7.01809333920003 2
55.9278420400892 5.57170450636533 2.48027330904736 8.12027557813332 2
1.79877176546299 4.22319190518047 1.3164086991681 6.97989368690249 2
-0.0755895153703692 3.78112625021009 2.03393761845336 7.9156261760713 2
17.200751376749 6.77960866460667 3.87700353527801 7.87477810713873 2
-7.87277872073665 2.84198489766459 0.936533208029566 6.91174702667506 2
1.904969879218 6.39626558402149 1.33457432722385 7.84557609822092 2
10.6285671967913 6.04037296457701 3.08675719851608 7.9233111818728 2
-4.85496562840816 3.25829641059773 0.719882345847108 6.47514168631775 2
-4.70240427314358 3.75964368387295 0.63054467903121 7.30905163072524 2
-6.79067384335736 3.11493289039733 1.50194398036004 7.93187500371162 2
0.0979820710637198 4.1202101072312 1.44420667877449 7.42031014737099 2
-13.9976583986748 2.35930156822578 0.303410100566308 7.35382719880911 2
-8.34310626503041 2.07304351708452 1.41994056119952 6.6283855270945 3
